property_id,scrape_timestamp,filtered_year,property_url,category,general_review,general_review_count,comfort_score,value_score,location_score,wifi_score,avg_review_score_all,avg_review_score_all_count,avg_review_score_families,avg_review_score_families_count,avg_review_score_couples,avg_review_score_couples_count,avg_review_score_solo_travelers,avg_review_score_solo_travelers_count,avg_review_score_business_travellers,avg_review_score_business_travellers_count,avg_review_score_groups_friends,avg_review_score_groups_friends_count,min_price,max_price,latitude,longitude,address,zone,city,wifi_speed
666a13af-cb8a-41f0-8b82-8856050faf99,2025-09-10 15:38:19,2025,https://www.booking.com/hotel/ma/riad-marrakech-peace.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=1299601901_402947402_2_41_0&highlighted_blocks=1299601901_402947402_2_41_0&matching_block_id=1299601901_402947402_2_41_0&sr_pri_blocks=1299601901_402947402_2_41_0__9000&from=searchresults,Riad,9.5,272,9.4,9.6,9.0,9.3,9.42079207920792,202,9.551724137931034,29,9.424778761061948,113,9.0,19,9.0,2,9.538461538461538,39,953,953,31.6291635943574,-7.98024925480466,Zankat Sidi Soussane  Sidi Youb  Arrondissement de Marrakech-Medina     Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40003  Morocco,Sidi Youb,Marrakesh,Not specified
70c65381-59db-4a81-853b-f97871ec11cd,2025-09-10 15:39:32,2025,https://www.booking.com/hotel/ma/tempoo.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=109927801_88805519_1_1_0&highlighted_blocks=109927801_88805519_1_1_0&matching_block_id=109927801_88805519_1_1_0&sr_pri_blocks=109927801_88805519_1_1_0__5850&from=searchresults,Hotel,7.4,1520,7.8,7.6,8.5,8.4,7.4149377593361,241,6.466666666666667,15,7.666666666666667,51,7.510204081632653,98,7.463414634146342,41,7.138888888888889,36,619,1556,31.627104864994227,-8.016251039278359,News Caf  1  Rue Abou Bakr Seddik  Guliz    Arrondissement de Gueliz    Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40020  Morocco,Guliz,Marrakesh,Not specified
67f5813c-a8ef-43ca-a8fd-afdc4d445361,2025-09-10 15:41:32,2025,https://www.booking.com/hotel/ma/riad-abjaou.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=201618702_340793282_1_42_0&highlighted_blocks=201618702_340793282_1_42_0&matching_block_id=201618702_340793282_1_42_0&sr_pri_blocks=201618702_340793282_1_42_0__3420&from=searchresults,Guesthouse,9.0,651,8.9,9.3,8.8,8.0,8.901408450704226,142,8.25,16,8.838709677419354,62,9.2,35,9.5,4,8.96,25,362,953,31.616992784580813,-7.982656359672546,salt Marrakech  108  Rue de Berrima  trik amiak mkhaznia  Arrondissement de Marrakech-Medina     Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40040  Morocco,Arrondissement de Marrakech-Medina,Marrakesh,Not specified
91602c24-e3e7-4383-88d0-b3c6448a22ba,2025-09-10 15:42:49,2025,https://www.booking.com/hotel/ma/riad-ennakhil-amp-spa.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=200497644_410220365_1_41_0_558400&highlighted_blocks=200497644_410220365_1_41_0_558400&matching_block_id=200497644_410220365_1_41_0_558400&sr_pri_blocks=200497644_410220365_1_41_0_558400_8370&from=searchresults,Hotel,7.0,645,7.5,7.0,7.4,7.7,7.145945945945946,185,6.4411764705882355,34,7.6075949367088604,79,7.0344827586206895,29,6.684210526315789,19,7.125,24,886,3779,31.683461746406554,-7.993789664469659,DWO Marrakech Ennakhil  km 5  Boulevard Mohammed Abdelkaraim el Khattabi  Hay Andalaous  Arrondissement de Gueliz    Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40000  Morocco,Hay Andalaous,Marrakesh,Not specified
66c5b67f-6430-49d1-8bdd-25587fa63131,2025-09-10 15:44:28,2025,https://www.booking.com/hotel/ma/riad-douirtna.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=896632804_410095940_2_1_0_1073181&highlighted_blocks=896632804_410095940_2_1_0_1073181&matching_block_id=896632804_410095940_2_1_0_1073181&sr_pri_blocks=896632804_410095940_2_1_0_1073181_6480&from=searchresults,Riad,8.9,672,9.1,9.1,9.0,8.4,8.91826923076923,208,9.2,25,8.989247311827956,93,8.693877551020408,49,7.5,8,9.181818181818182,33,686,686,31.637483526809,-8.014875102718,Polyclinique du Sud  Rue Yougoslavie    Guliz    Arrondissement de Gueliz    Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40200  Morocco,Guliz,Marrakesh,Not specified
2ed22c60-099a-417e-8546-5fbcfe7f0288,2025-09-10 15:45:52,2025,https://www.booking.com/hotel/ma/riad-nafis.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=9859901_90341871_0_41_0&highlighted_blocks=9859901_90341871_0_41_0&matching_block_id=9859901_90341871_0_41_0&sr_pri_blocks=9859901_90341871_0_41_0__5040&from=searchresults,Riad,9.1,483,9.2,9.0,9.1,9.1,8.958677685950413,121,9.107142857142858,28,8.933333333333334,60,8.631578947368421,19,10.0,2,9.083333333333334,12,534,593,31.6188164720063,-7.99405574798584,Rue Essaadiyne  Mechouar Kasbah  Arrondissement de Marrakech-Medina     Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40034  Morocco,Mechouar Kasbah,Marrakesh,Not specified
3faca6d2-3c59-41fd-87dc-0b7290fcfdfb,2025-09-10 15:47:08,2025,https://www.booking.com/hotel/ma/555-clubbing.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=1224176106_395767763_2_1_0&highlighted_blocks=1224176106_395767763_2_1_0&matching_block_id=1224176106_395767763_2_1_0&sr_pri_blocks=1224176106_395767763_2_1_0__133387&from=searchresults,Hotel,7.9,412,8.7,8.0,8.2,7.2,7.757990867579909,219,9.777777777777779,9,7.943181818181818,88,7.448275862068965,58,6.857142857142857,21,7.813953488372093,43,1334,2082,31.592153844924816,-7.989923202610778,Boulevard Mohammed VI     Agdal  Zone Touristique de l'Agdal      Mechouar Kasbah  cadat de Tasoultante  Pachalik de Mchouar Kasba  Marrakesh Prefecture  Marrakech-Safi  40035  Morocco,Agdal,Mechouar Kasbah,Not specified
1802e2f9-a7bc-41ca-883a-8fb8868dd831,2025-09-10 15:48:33,2025,https://www.booking.com/hotel/ma/ibis-moussafir-marrakech-palmeraie.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=9891301_376293930_2_34_0&highlighted_blocks=9891301_376293930_2_34_0&matching_block_id=9891301_376293930_2_34_0&sr_pri_blocks=9891301_376293930_2_34_0__54000&from=searchresults,Hotel,6.4,2122,6.8,6.5,7.4,7.4,6.776595744680851,282,6.842696629213483,89,7.357142857142857,56,7.121951219512195,41,5.963414634146342,82,7.785714285714286,14,540,927,31.678557109686015,-7.999043315649033,Hotel Ibis Palmeraie  Avenue Abdelkrim Al Khatib  Hay Andalaous  Arrondissement de Gueliz    Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40000  Morocco,Hay Andalaous,Marrakesh,Not specified
72352352-f9e4-414b-b9e6-acd7d228444d,2025-09-10 15:50:32,2025,https://www.booking.com/hotel/ma/atrani-appart.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=808867701_343720919_2_2_0&highlighted_blocks=808867701_343720919_2_2_0&matching_block_id=808867701_343720919_2_2_0&sr_pri_blocks=808867701_343720919_2_2_0__7875&from=searchresults,Apartment-Hotel,8.1,1065,8.6,8.1,8.2,8.9,8.351598173515981,219,8.0,69,8.514705882352942,68,8.263157894736842,38,9.19047619047619,21,8.304347826086957,23,834,1080,31.628122452794,-8.018636435006,Rue Jabir Ibn Hayane  Guliz    Arrondissement de Gueliz    Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40020  Morocco,Guliz,Marrakesh,Not specified
0760a55a-781f-48f2-a58b-ba3b1e239c22,2025-09-10 15:52:17,2025,https://www.booking.com/hotel/ma/imperial-holiday.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJyYWtlY2hIM1gEaIwBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKytobGBsACAdICJGQzODYxNjljLWY1OWEtNDk3NC04OGYzLTlhMGNhNzdlODU3ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=d8216dd9ce0605ff&srepoch=1757518652&all_sr_blocks=9871532_411559564_0_0_0&highlighted_blocks=9871532_411559564_0_0_0&matching_block_id=9871532_411559564_0_0_0&sr_pri_blocks=9871532_411559564_0_0_0__5400&from=searchresults,Hotel,6.4,3163,6.8,6.6,8.0,7.4,6.670212765957447,282,6.426829268292683,82,7.482142857142857,56,7.1020408163265305,49,6.060975609756097,82,6.923076923076923,13,572,1620,31.63279722132145,-8.014170974493027,Imphollida  Boulevard Moulay Rachid     Guliz    Arrondissement de Gueliz    Marrakesh  Pachalik de Marrakech  Marrakesh Prefecture  Marrakech-Safi  40200  Morocco,Guliz,Marrakesh,Not specified
