property_id,scrape_timestamp,property_url,category,general_review,general_review_count,wifi_score,min_price,max_price,latitude,longitude,address,zone,city,wifi_speed
6ae01c48-8f59-42f4-91af-d6a3c0b62942,2025-09-10 15:31:07,https://www.booking.com/hotel/ma/hilton-garden-inn-tanger-city-centre.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=160813108_274561890_2_2_0_934519&highlighted_blocks=160813108_274561890_2_2_0_934519&matching_block_id=160813108_274561890_2_2_0_934519&sr_pri_blocks=160813108_274561890_2_2_0_934519_145000&from_sustainable_property_sr=1&from=searchresults,Hotel,8.4,2964,8.3,1450,4455,35.77378314,-5.787120301,Hilton Garden Inn Tanger City Center  Place du Maghreb Arabe  arrondissement de Charf-Mghogha    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90000  Morocco,arrondissement de Charf-Mghogha,Tangier,Not specified
8e858ab2-1960-4436-ae2f-dcad6f5fc0f9,2025-09-10 15:31:20,https://www.booking.com/hotel/ma/etoile-du-nord.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=30654214_404475387_0_1_0_559883&highlighted_blocks=30654214_404475387_0_1_0_559883&matching_block_id=30654214_404475387_0_1_0_559883&sr_pri_blocks=30654214_404475387_0_1_0_559883_5616&from=searchresults,Hotel,7.8,2139,7.7,594,862,35.772191258255575,-5.815204828977585,Avenue Sidi Mohamed Ben Abdellah        Charf-Souani  arrondissement de Charf-Souani    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90070  Morocco,Charf-Souani,Tangier,Not specified
72d53957-3c8a-4c05-b750-ed42ead2af0e,2025-09-10 15:31:29,https://www.booking.com/hotel/ma/ramada-encore-tanger.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=43247224_94203652_1_1_0&highlighted_blocks=43247224_94203652_1_1_0&matching_block_id=43247224_94203652_1_1_0&sr_pri_blocks=43247224_94203652_1_1_0__74000&from=searchresults,Hotel,7.3,2300,8.3,611,820,35.77374070036643,-5.779012441635132,Ramada Encore Hotel  Route de Malabata  Tanger El Balia  arrondissement de Charf-Mghogha    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90000  Morocco,Tanger El Balia,Tangier,Not specified
df4175b2-76ab-406b-b0d8-38a4251e0bbf,2025-09-10 15:31:38,https://www.booking.com/hotel/ma/ibis-moussafir-tanger-city-center.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=27872101_376288955_2_2_0&highlighted_blocks=27872101_376288955_2_2_0&matching_block_id=27872101_376288955_2_2_0&sr_pri_blocks=27872101_376288955_2_2_0__80000&from=searchresults,Hotel,6.7,3916,7.4,800,944,35.77236100198175,-5.7835158705711365,Hotel Ibis Tanger City Center  RN16  Tanger El Balia  arrondissement de Charf-Mghogha    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90000  Morocco,Tanger El Balia,Tangier,Not specified
8283cae7-f8e4-4fb2-aac8-92eaf1c2aea8,2025-09-10 15:31:48,https://www.booking.com/hotel/ma/ben-batouta.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=1096445902_382537977_1_41_0_1107922&highlighted_blocks=1096445902_382537977_1_41_0_1107922&matching_block_id=1096445902_382537977_1_41_0_1107922&sr_pri_blocks=1096445902_382537977_1_41_0_1107922_8625&from=searchresults,Hotel,8.5,1517,8.5,913,2009,35.725451190765,-5.893581322626,RN1  Boukhalef  arrondissement de Tanger-Medina    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90045  Morocco,Boukhalef,Tangier,Not specified
7c26e56c-d037-409d-90be-b647df41be53,2025-09-10 15:31:57,https://www.booking.com/hotel/ma/marco-polo.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=40385801_243623186_1_0_0&highlighted_blocks=40385801_243623186_1_0_0&matching_block_id=40385801_243623186_1_0_0&sr_pri_blocks=40385801_243623186_1_0_0__3900&from=searchresults,Hotel,7.7,976,7.7,413,900,35.7807432798353,-5.806116163730621,Bni Idder  arrondissement de Tanger-Medina    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90013  Morocco,arrondissement de Tanger-Medina,Tangier,Not specified
214f9ee9-107d-4c82-b53f-8464619e007a,2025-09-10 15:32:09,https://www.booking.com/hotel/ma/mode-tanger-app.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=1484021301_419875398_5_0_0&highlighted_blocks=1484021301_419875398_5_0_0&matching_block_id=1484021301_419875398_5_0_0&sr_pri_blocks=1484021301_419875398_5_0_0__4050&from=searchresults,Apartment,0,0,0,429,429,35.7714915803067,-5.78276958734408,RN16  Tanger El Balia  arrondissement de Charf-Mghogha    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90000  Morocco,Tanger El Balia,Tangier,Not specified
46399f84-e31b-44fe-bdf8-bb91c3d37510,2025-09-10 15:32:31,https://www.booking.com/hotel/ma/almohades-city-center-tanger.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=9823021_126696775_1_1_0_810374&highlighted_blocks=9823021_126696775_1_1_0_810374&matching_block_id=9823021_126696775_1_1_0_810374&sr_pri_blocks=9823021_126696775_1_1_0_810374_18480&from=searchresults,Hotel,8.3,3186,8.5,1956,2456,35.77770121573298,-5.799795538187027,Atlas Almohades Tanger City Center  43  Mohammed VI Avenue  Tanger-Medina  arrondissement de Tanger-Medina    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90030  Morocco,Tanger-Medina,Tangier,Not specified
96edf99f-413f-40d7-8540-e9fedb741a9f,2025-09-10 15:32:40,https://www.booking.com/hotel/ma/pension-saada-tanger.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=1337445001_406194515_1_0_0&highlighted_blocks=1337445001_406194515_1_0_0&matching_block_id=1337445001_406194515_1_0_0&sr_pri_blocks=1337445001_406194515_1_0_0__1620&from=searchresults,Hotel,7.3,57,8.3,171,191,35.7851528,-5.810679,Rue Rekiouak  Bni Idder  arrondissement de Tanger-Medina    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90030  Morocco,arrondissement de Tanger-Medina,Tangier,Not specified
6a083d0c-8ba6-4c0f-bd41-6ffc835aa0ea,2025-09-10 15:32:49,https://www.booking.com/hotel/ma/palace.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF90YW5naWVySDNYBGiMAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_bKGxgbAAgHSAiRhNGVkZWQzZi1iNTdiLTQ2OTAtYWQwYi1lZTUwMGIwNDllNjPYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-09-10&checkout=2025-09-11&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=5a6c6cfe853200f2&srepoch=1757518220&all_sr_blocks=885505618_358006126_2_1_0&highlighted_blocks=885505618_358006126_2_1_0&matching_block_id=885505618_358006126_2_1_0&sr_pri_blocks=885505618_358006126_2_1_0__4845&from=searchresults,Hotel,7.2,925,7.6,513,864,35.78537889816323,-5.810264051425937,Ahlen  8  Rue Mokhtar Ahardane  Bni Idder  arrondissement de Tanger-Medina    Tangier  Pachalik de Tanger    Prefecture of Tangier - Assilah  Tangier-Tetouan-Al Hoceima  90000  Morocco,arrondissement de Tanger-Medina,Tangier,Not specified
